Product,Rating,Review
xiaomi,5,"Junior125, 29 Mar 2021i would buy the phone, but it doesn't have a 3.5 earphone jack 🙄But it has an adapter. Also, I once was just like you but realized that I only used it very few times, and an adapter would be good too."
xiaomi,5,"i would buy the phone, but it doesn't have a 3.5 earphone jack 🙄"
xiaomi,4,If the output resolution of the mi 11 can't be changed in the settings then how do you downscale photos to 7mp? 
xiaomi,5,"React 2 Gadgets YT, 01 Mar 2021What makes it an great UI you ask me? Plenty of reasons, like :

1. Animations and transitio... morehorrible battery backup and worst performance. call volume is super low...as there is no direct speaker to your ear...u need to listen by keeping the phone in a vertical position. horrible design. xiaomi u suk."
xiaomi,5,"Does the glass camera cover also victus
"
xiaomi,5,"Mi 11 have issue, the heat problem..so hot if the processor not stopped work about 1 hour..the temprature can got about 50° can higher.."
xiaomi,3,"Anonymous, 21 Feb 2021So it has worse battery life than a lot of phones with same size (or smaller batteries) and ye... moreDoes those phone have 2k+120Hz and Snapdragon 888? 
Yep. Don't think so."
xiaomi,5,"Vladan, 04 Mar 2021Compared to Huawei,they are all laughable.
Only thing saving them from being eaten alive by H... moreNot exactly bro they are out currently so they are not even in the race"
xiaomi,1,"Compared to Huawei,they are all laughable. 
Only thing saving them from being eaten alive by Huawei phones are US fake stories and monopolistic bans. 
Cant wait for Harmony OS to come to Europe😎"
xiaomi,5,"React 2 Gadgets YT, 01 Mar 2021What makes it an great UI you ask me? Plenty of reasons, like :

1. Animations and transitio... moreIf there was a like button on here, I would have pressed it. "
xiaomi,5,"Anonymous, 01 Mar 2021I would think that those first 2 issues are what makes it not  a 'Great UI'.
If it&... moreIt is just isn't 90% perfect like the OxygenOS. Oxygen OS 10% is because of the lack of any animations and transitions (which is sometimes what people wanted and they don't care). And also the Nord N10 and N100 destroys the OxygenOS, it doesn't feel smooth (given the low end Snapdragons), only 1 year of updates which is dissapointing considering it launches at the year of Android 11 and it ships with Android 10 in the box which means you will be stuck with Android 10 "
xiaomi,5,"Anonymous, 01 Mar 2021I would think that those first 2 issues are what makes it not  a 'Great UI'.
If it&... moreWhat makes it an great UI you ask me? Plenty of reasons, like :
 
1. Animations and transitions in every tap, swipe, scroll gesture you make. It is very good in 90/120hz displays. You simply just notice it the difference between 90 and 60hz. Whereas stock android and oxygenos doesn't have those animations, so high refresh rates doesn't look as good as MIUI.
 
2. Plenty of customization, you can change icons, super wallpapers, themes, lock, charging/fingerprint animation
 
3. Just like the first point, every actiom you do will have an haptic feedback, yes even cheap phones from Xiaomi do. So even if the feedback isn't as good, it is still better than not getting an feedback. In Xiaomi Flagships, the feedback for every action you do even outclasses Apple's Taptic engine and Ios.
 
4. Promised Updates for at least 3 generations of MIUI (not android) no matter what phones you choose, cheap or super cheap. I mean, even Redmi Note 7 , which ships with Android 9, gets Android 11 and 3 versions of MIUI, sure you will not get Android 12, but you will later get MIUI 12.5 which is better than Oneplus giving only 1 years of updates. Even though the update is a bit slow, but still better than not getting updates. Even Realme, Oneplus, Oppo, Vivo, Huawei, Samsung entry level phones only gets one year updates.
 
4. Plenty of featues, like scollshot, screen recorder, DC dimming, vibration customization, clear speaker, and even fun ones, like an app exploding in your home screen when you delete it. 
 
5. Extreme levels of details just like Point 1 and 3. There's just so much attention to details. But at cheaper phones, this skin may be a bit too heavy for them. While on high end xiaomi phones, the UI is so awesome and also without ads (which i don't mind). The scanner app i also found it to be able to be deactivated, but i just let it on so it can continue to scan my apps from unknown sources or play store.
 
I am not an Xiaomi fanboy, i just like what i think are the best parts. And the positives of MIUI overshadows the negatives of it. Not like Huawei's EMUI and Vivo's Funtouch OS"
xiaomi,1,"React 2 Gadgets YT, 28 Feb 2021MUUI is in my opinion, the second best operating system behind OxygenOS. It could be the first... moreI would think that those first 2 issues are what makes it not  a 'Great UI'. 
If it's not even good how can it be great?"
xiaomi,1,"Anonymous, 28 Feb 2021Specs and real-world performance are not the same. Despite what Chinese-financed sites shill, ... moreThird class quality iOS can't even get their White balance right. "
xiaomi,5,"Anonymous, 28 Feb 2021Specs and real-world performance are not the same. Despite what Chinese-financed sites shill, ... moreAre you calling Gsmarena a Chinese-financed $Hill site? "
xiaomi,4,"Anonymous, 28 Feb 2021Specs and real-world performance are not the same. Despite what Chinese-financed sites shill, ... moreWho are you Anonymous?"
xiaomi,4,"Android-Authority, 28 Feb 2021Did you read the camera section in the Gsmarena review of the Mi 11?
I highly recommend readi... moreSpecs and real-world performance are not the same. Despite what Chinese-financed sites shill, Apple and Google do a much better and more balanced computational photography, with generally better end results.  You may get excited by pumped up crazy colors and overprocessing, but many of us don't. 
 
The processing on the Mi 11 looks to be better than previous Xiaomi phones, however, so that's a good thing."
xiaomi,5,"android user, 27 Feb 2021One big problem of mi 11 is the old 2019 gen main cam sensor hmx, 108mp 4in1 binning which is ... moreDid you read the camera section in the Gsmarena review of the Mi 11? 
I highly recommend reading it before you come to conclusions about the HMX sensor. 
This isn't a small outdated sensor like you find on Pixel or iPhone. 
A large 1/1.33"" sensor should be good enough for the next 5 years. With gcam, it becomes even better at night. "
xiaomi,4,"android user, 27 Feb 2021One big problem of mi 11 is the old 2019 gen main cam sensor hmx, 108mp 4in1 binning which is ... moreBut at least better than IMX 363 on the latest Iphone Non Max and Pixels device as well as Samsung non ultra 12 MP sensor"
